StoreKey,GeographyKey,StoreManager,StoreType,StoreName,Status,OpenDate,CloseDate,EntityKey,StorePhone,StoreFax,CloseReason,EmployeeCount,SellingAreaSize,LastRemodelDate,EmployeeKey
88,453,106,Store,Contoso Cedar Park Store,On,26/10/2004,31/12/2090,722,577-555-0185,577-555-0185,Not Yet Closed,19,455,18/06/2023 0:00,106
89,923,107,Store,Contoso Round Rock Store,On,27/11/2004,31/12/2090,723,373-555-0142,373-555-0142,Not Yet Closed,33,560,16/06/2023 0:00,107
90,815,108,Store,Contoso Dallas Store,On,2/12/2022,31/12/2090,724,986-555-0177,986-555-0177,Not Yet Closed,47,1125,17/06/2023 0:00,108
91,834,109,Store,Contoso Georgetown Store,On,29/01/2003,31/12/2090,725,777-555-0141,777-555-0141,Not Yet Closed,22,500,16/06/2023 0:00,109
92,845,110,Store,Contoso Hillsboro Store,On,30/01/2003,31/12/2090,726,818-555-0128,818-555-0128,Not Yet Closed,17,460,17/06/2023 0:00,110
93,787,111,Store,Contoso Arlington Store,On,31/08/2003,31/12/2090,727,204-555-0115,204-555-0115,Not Yet Closed,25,700,18/06/2023 0:00,111
94,837,112,Store,Contoso Grand Prairie Store,On,3/02/2003,31/12/2090,728,845-555-0184,845-555-0184,Not Yet Closed,25,700,16/06/2023 0:00,112
95,819,113,Store,Contoso Desoto Store,On,31/03/2003,31/12/2090,729,935-555-0116,935-555-0116,Not Yet Closed,26,680,17/06/2023 0:00,113
96,919,114,Store,Contoso Richardson Store,On,1/02/2003,31/12/2090,730,208-555-0114,208-555-0114,Not Yet Closed,19,455,16/06/2023 0:00,114
97,863,115,Store,Contoso Lewisville Store,On,2/04/2003,31/12/2090,731,920-555-0177,920-555-0177,Not Yet Closed,33,560,17/06/2023 0:00,115
98,817,116,Store,Contoso Denton Store,On,3/05/2003,31/12/2090,732,913-555-0184,913-555-0184,Not Yet Closed,47,1125,18/06/2023 0:00,116
99,831,117,Store,Contoso Fort Worth Store,On,4/06/2003,31/12/2090,733,148-555-0145,148-555-0145,Not Yet Closed,22,500,16/06/2023 0:00,117
100,910,118,Store,Contoso Plano Store,On,5/07/2003,31/12/2090,734,148-555-0145,148-555-0145,Not Yet Closed,17,462,17/06/2023 0:00,118
101,875,119,Store,Contoso Miami No.1 Store,On,6/08/2003,31/12/2090,735,199-555-0117,199-555-0117,Not Yet Closed,17,462,16/06/2023 0:00,119
102,875,119,Store,Contoso Miami No.2 Store,On,7/09/2003,31/12/2090,736,391-555-0138,391-555-0138,Not Yet Closed,25,700,17/06/2023 0:00,119
103,853,120,Store,Contoso Jacksonville Store,On,8/10/2003,31/12/2090,737,454-555-0119,454-555-0119,Not Yet Closed,26,680,18/06/2023 0:00,120
104,937,121,Store,Contoso Tallahassee No.1 Store,On,9/11/2003,31/12/2090,738,200-555-0117,200-555-0117,Not Yet Closed,19,455,16/06/2023 0:00,121
105,937,121,Store,Contoso Tallahassee No.2 Store,On,29/11/2003,31/12/2090,739,768-555-0123,768-555-0123,Not Yet Closed,33,560,17/06/2023 0:00,121
107,926,123,Store,Contoso Sebring Store,On,12/02/2003,31/12/2090,741,166-555-0159,166-555-0159,Not Yet Closed,22,500,17/06/2023 0:00,123
108,860,124,Store,Contoso Lakeland Store,On,13/02/2003,31/12/2090,742,477-555-0132,477-555-0132,Not Yet Closed,17,460,18/06/2023 0:00,124
109,830,125,Store,Contoso Fort Lauderdale Store,On,14/02/2003,31/12/2090,743,582-555-0178,582-555-0178,Not Yet Closed,25,700,16/06/2023 0:00,125
110,899,126,Store,Contoso Orlando Store,On,15/02/2003,31/12/2090,744,476-555-0119,476-555-0119,Not Yet Closed,25,700,17/06/2023 0:00,126
111,938,127,Store,Contoso Tampa Store,On,16/02/2003,31/12/2090,745,531-555-0183,531-555-0183,Not Yet Closed,26,680,16/06/2023 0:00,127
112,857,128,Store,Contoso Key West Store,Off,12/01/2004,2/07/2023,746,637-555-0120,637-555-0120,Relocation,19,455,17/06/2023 0:00,128
113,807,129,Store,Contoso Cape Canaveral Store,On,14/02/2004,31/12/2090,747,260-555-0119,260-555-0119,Not Yet Closed,33,560,18/06/2023 0:00,129
114,782,130,Store,Contoso Albany Store,On,12/02/2004,31/12/2090,748,697-555-0142,697-555-0142,Not Yet Closed,47,1125,16/06/2023 0:00,130
115,890,131,Store,Contoso New York No.1 Store,On,1/03/2004,31/12/2090,749,571-555-0179,571-555-0179,Not Yet Closed,22,500,17/06/2023 0:00,131
116,922,132,Store,Contoso Rochester No.1 Store,On,2/04/2004,31/12/2090,750,147-555-0179,147-555-0179,Not Yet Closed,17,462,16/06/2023 0:00,132
117,890,131,Store,Contoso New York No.2 Store,On,15/05/2005,31/12/2090,751,540-555-0191,540-555-0191,Not Yet Closed,25,700,17/06/2023 0:00,131
118,936,133,Store,Contoso Syracuse Store,On,16/06/2004,31/12/2090,752,234-555-0169,234-555-0169,Not Yet Closed,26,680,18/06/2023 0:00,133
119,805,134,Store,Contoso Buffalo Store,Off,2/07/2004,22/09/2022,753,185-555-0186,185-555-0186,Store,19,455,16/06/2023 0:00,134
120,911,139,Store,Contoso Plattsburgh Store,On,18/08/2004,31/12/2090,754,727-555-0112,727-555-0112,Not Yet Closed,33,560,17/06/2023 0:00,139
121,804,140,Store,Contoso Brooklyn Store,On,19/09/2004,31/12/2090,755,158-555-0191,158-555-0191,Not Yet Closed,47,1125,16/06/2023 0:00,140
122,902,141,Store,Contoso Oswego Store,On,20/10/2004,31/12/2090,756,785-555-0110,785-555-0110,Not Yet Closed,22,500,17/06/2023 0:00,141
123,852,142,Store,Contoso Ithaca Store,On,21/11/2004,31/12/2090,757,361-555-0180,361-555-0180,Not Yet Closed,17,460,18/06/2023 0:00,142
124,922,132,Store,Contoso Rochester No.2 Store,On,22/12/2004,31/12/2090,758,510-555-0121,510-555-0121,Not Yet Closed,25,700,16/06/2023 0:00,132
125,916,143,Store,Contoso Queens Store,On,23/01/2006,31/12/2090,759,150-555-0194,150-555-0194,Not Yet Closed,25,700,17/06/2023 0:00,143
126,823,144,Store,Contoso Elmira Store,On,24/02/2004,31/12/2090,760,139-555-0120,139-555-0120,Not Yet Closed,26,680,16/06/2023 0:00,144
127,912,145,Store,Contoso Poestenkill Store,On,25/01/2004,31/12/2090,761,712-555-0113,712-555-0113,Not Yet Closed,19,455,17/06/2023 0:00,145
128,943,146,Store,Contoso Trenton No.1 Store,On,26/03/2004,31/12/2090,762,350-555-0167,350-555-0167,Not Yet Closed,33,560,18/06/2023 0:00,146
129,943,146,Store,Contoso Trenton No.2 Store,Off,27/07/2004,12/12/2022,763,241-555-0191,241-555-0191,Relocation,47,1125,16/06/2023 0:00,146
130,891,147,Store,Contoso Newark No.1 Store,On,28/08/2004,31/12/2090,764,119-555-0192,119-555-0192,Not Yet Closed,22,500,17/06/2023 0:00,147
131,891,147,Store,Contoso Newark No.2 Store,On,29/09/2004,31/12/2090,765,200-555-0112,200-555-0112,Not Yet Closed,17,462,16/06/2023 0:00,147
132,854,148,Store,Contoso Jersey City Store,On,2/11/2004,31/12/2090,766,205-555-0132,205-555-0132,Not Yet Closed,25,700,17/06/2023 0:00,148
133,908,149,Store,Contoso Paterson Store,On,3/12/2022,31/12/2090,767,653-555-0144,653-555-0144,Not Yet Closed,26,680,18/06/2023 0:00,149
134,814,150,Store,Contoso Clifton Store,On,24/01/2004,31/12/2090,768,417-555-0154,417-555-0154,Not Yet Closed,26,680,16/06/2023 0:00,150
135,820,151,Store,Contoso East Orange Store,On,15/02/2004,31/12/2090,769,935-555-0199,935-555-0199,Not Yet Closed,19,455,17/06/2023 0:00,151
136,907,152,Store,Contoso Passaic Store,On,16/03/2004,31/12/2090,770,180-555-0136,180-555-0136,Not Yet Closed,33,560,16/06/2023 0:00,152
137,797,153,Store,Contoso Bayonne Store,On,17/04/2004,31/12/2090,771,500-555-0159,500-555-0159,Not Yet Closed,47,1125,17/06/2023 0:00,153
138,945,154,Store,Contoso Vineland Store,On,18/05/2004,31/12/2090,772,984-555-0148,984-555-0148,Not Yet Closed,22,500,18/06/2023 0:00,154
139,886,155,Store,Contoso New Brunswick Store,On,19/06/2004,31/12/2090,773,533-555-0111,533-555-0111,Not Yet Closed,17,462,16/06/2023 0:00,155
140,842,156,Store,Contoso Hackensack Store,On,20/07/2004,31/12/2090,774,352-555-0138,352-555-0138,Not Yet Closed,25,700,17/06/2023 0:00,156
141,788,157,Store,Contoso Atlantic City Store,On,21/08/2004,31/12/2090,775,446-555-0118,446-555-0118,Not Yet Closed,26,680,16/06/2023 0:00,157
142,880,158,Store,Contoso Montclair Store,On,22/09/2004,31/12/2090,776,955-555-0169,955-555-0169,Not Yet Closed,19,455,17/06/2023 0:00,158
143,847,159,Store,Contoso Hoboken Store,On,23/10/2004,31/12/2090,777,110-555-0182,110-555-0182,Not Yet Closed,33,560,18/06/2023 0:00,159
144,882,160,Store,Contoso Morristown Store,On,24/11/2004,31/12/2090,778,646-555-0185,646-555-0185,Not Yet Closed,47,1125,16/06/2023 0:00,160
145,808,161,Store,Contoso Cape May Store,On,2/12/2004,31/12/2090,779,615-555-0110,615-555-0110,Not Yet Closed,22,500,17/06/2023 0:00,161
146,802,162,Store,Contoso Boston Store,On,6/11/2004,31/12/2090,780,615-555-0110,615-555-0110,Not Yet Closed,17,460,16/06/2023 0:00,162
147,952,163,Store,Contoso Worcester No.1 Store,On,17/10/2004,31/12/2090,781,441-555-0195,441-555-0195,Not Yet Closed,25,700,17/06/2023 0:00,163
148,952,163,Store,Contoso Worcester No.2 Store,Off,18/02/2004,12/07/2023,782,118-555-0110,118-555-0110,Relocation,25,700,18/06/2023 0:00,163
149,885,164,Store,Contoso New Bedford Store,On,19/02/2004,31/12/2090,783,965-555-0155,965-555-0155,Not Yet Closed,26,680,16/06/2023 0:00,164
150,789,165,Store,Contoso Attleboro Store,On,20/02/2004,31/12/2090,784,589-555-0147,589-555-0147,Not Yet Closed,19,455,17/06/2023 0:00,165
151,868,166,Store,Contoso Lowell Store,On,21/02/2004,31/12/2090,785,181-555-0124,181-555-0124,Not Yet Closed,33,560,16/06/2023 0:00,166
152,861,167,Store,Contoso Leominster Store,On,22/02/2004,31/12/2090,786,678-555-0110,678-555-0110,Not Yet Closed,47,1125,17/06/2023 0:00,167
153,846,168,Store,Contoso Hingham Store,On,17/01/2004,31/12/2090,787,696-555-0157,696-555-0157,Not Yet Closed,22,500,18/06/2023 0:00,168
154,917,169,Store,Contoso Quincy Store,On,18/02/2004,31/12/2090,788,870-555-0122,870-555-0122,Not Yet Closed,17,462,16/06/2023 0:00,169
155,832,170,Store,Contoso Framingham Store,On,19/03/2004,31/12/2090,789,182-555-0134,182-555-0134,Not Yet Closed,25,700,17/06/2023 0:00,170
156,449,171,Store,Contoso Cambridge Store,On,20/04/2004,31/12/2090,790,594-555-0110,594-555-0110,Not Yet Closed,26,680,16/06/2023 0:00,171
157,931,172,Store,Contoso Somerville Store,On,21/05/2004,31/12/2090,791,587-555-0114,587-555-0114,Not Yet Closed,26,680,17/06/2023 0:00,172
158,844,173,Store,Contoso Haverhill Store,On,22/06/2004,31/12/2090,792,368-555-0113,368-555-0113,Not Yet Closed,19,455,18/06/2023 0:00,173
159,869,174,Store,Contoso Lynn Store,On,23/07/2004,31/12/2090,793,869-555-0119,869-555-0119,Not Yet Closed,33,560,16/06/2023 0:00,174
160,895,175,Store,Contoso Northampton Store,On,24/08/2004,31/12/2090,794,806-555-0136,806-555-0136,Not Yet Closed,47,1125,17/06/2023 0:00,175
161,848,176,Store,Contoso Holyoke Store,On,25/08/2004,31/12/2090,795,819-555-0198,819-555-0198,Not Yet Closed,22,500,16/06/2023 0:00,176
162,909,177,Store,Contoso Pittsfield Store,Off,26/10/2004,12/07/2023,796,173-555-0179,173-555-0179,Relocation,17,462,17/06/2023 0:00,177
163,826,178,Store,Contoso Falmouth Store,On,27/11/2004,31/12/2090,797,429-555-0137,429-555-0137,Not Yet Closed,25,700,18/06/2023 0:00,178
164,914,179,Store,Contoso Provincetown Store,On,2/12/2004,31/12/2090,798,181-555-0156,181-555-0156,Not Yet Closed,26,680,16/06/2023 0:00,179
165,883,180,Store,Contoso Nantucket Store,On,6/11/2004,31/12/2090,799,810-555-0178,810-555-0178,Not Yet Closed,19,455,17/06/2023 0:00,180
166,795,181,Store,Contoso Bangor Store,On,17/10/2004,31/12/2090,800,201-555-0163,201-555-0163,Not Yet Closed,33,560,16/06/2023 0:00,181
167,796,182,Store,Contoso Bar Harbor Store,On,18/02/2004,31/12/2090,801,746-555-0164,746-555-0164,Not Yet Closed,47,1125,17/06/2023 0:00,182
168,855,183,Store,Contoso Kennebunkport Store,On,19/02/2004,31/12/2090,802,587-555-0115,587-555-0115,Not Yet Closed,22,500,18/06/2023 0:00,183
169,862,184,Store,Contoso Lewiston Store,On,20/02/2004,31/12/2090,803,140-555-0132,140-555-0132,Not Yet Closed,17,460,16/06/2023 0:00,184
170,900,185,Store,Contoso Orono Store,On,21/02/2004,31/12/2090,804,309-555-0170,309-555-0170,Not Yet Closed,25,700,17/06/2023 0:00,185
171,932,186,Store,Contoso South Portland Store,On,22/02/2004,31/12/2090,805,990-555-0172,990-555-0172,Not Yet Closed,25,700,16/06/2023 0:00,186
172,843,187,Store,Contoso Hartford Store,On,17/01/2004,31/12/2090,806,117-555-0185,117-555-0185,Not Yet Closed,26,680,17/06/2023 0:00,187
173,801,188,Store,Contoso Bridgeport Store,On,18/02/2004,31/12/2090,807,609-555-0153,609-555-0153,Not Yet Closed,19,455,18/06/2023 0:00,188
174,948,189,Store,Contoso Waterbury Store,On,19/03/2004,31/12/2090,808,238-555-0116,238-555-0116,Not Yet Closed,33,560,16/06/2023 0:00,189
175,896,190,Store,Contoso Old Saybrook Store,On,20/04/2004,31/12/2090,809,100-555-0174,100-555-0174,Not Yet Closed,47,1125,17/06/2023 0:00,190
176,816,191,Store,Contoso Darien Store,On,21/05/2004,31/12/2090,810,438-555-0172,438-555-0172,Not Yet Closed,22,500,16/06/2023 0:00,191
